sample_type,total_count,study,principal_investigator,collection_date,date_count
Bacterial,1524,SPACEMAN,Chiotos,2023-07-18,2
Bacterial,1524,SPACEMAN,Chiotos,2023-07-19,8
Bacterial,1524,SPACEMAN,Chiotos,2023-07-25,6
Bacterial,1524,SPACEMAN,Chiotos,2023-07-26,10
Bacterial,1524,SPACEMAN,Chiotos,2023-07-31,4
Bacterial,1524,SPACEMAN,Chiotos,2023-08-02,7
Bacterial,1524,SPACEMAN,Chiotos,2023-08-07,5
Bacterial,1524,SPACEMAN,Chiotos,2023-08-08,2
Bacterial,1524,SPACEMAN,Chiotos,2023-08-09,5
Bacterial,1524,SPACEMAN,Chiotos,2023-08-15,3
Bacterial,1524,SPACEMAN,Chiotos,2023-08-16,5
Bacterial,1524,SPACEMAN,Chiotos,2023-08-21,3
Bacterial,1524,SPACEMAN,Chiotos,2023-08-23,7
Bacterial,1524,SPACEMAN,Chiotos,2023-08-28,7
Bacterial,1524,SPACEMAN,Chiotos,2023-08-30,6
Bacterial,1524,SPACEMAN,Chiotos,2023-09-04,2
Bacterial,1524,SPACEMAN,Chiotos,2023-09-05,4
Bacterial,1524,SPACEMAN,Chiotos,2023-09-06,8
Bacterial,1524,SPACEMAN,Chiotos,2023-09-12,3
Bacterial,1524,SPACEMAN,Chiotos,2023-09-13,7
Bacterial,1524,SPACEMAN,Chiotos,2023-09-18,4
Bacterial,1524,SPACEMAN,Chiotos,2023-09-19,2
Bacterial,1524,SPACEMAN,Chiotos,2023-09-20,8
Bacterial,1524,SPACEMAN,Chiotos,2023-09-25,3
Bacterial,1524,SPACEMAN,Chiotos,2023-09-26,2
Bacterial,1524,SPACEMAN,Chiotos,2023-09-27,10
Bacterial,1524,SPACEMAN,Chiotos,2023-10-02,3
Bacterial,1524,SPACEMAN,Chiotos,2023-10-04,8
Bacterial,1524,SPACEMAN,Chiotos,2023-10-09,6
Bacterial,1524,SPACEMAN,Chiotos,2023-10-11,9
Bacterial,1524,SPACEMAN,Chiotos,2023-10-16,2
Bacterial,1524,SPACEMAN,Chiotos,2023-10-17,1
Bacterial,1524,SPACEMAN,Chiotos,2023-10-18,8
Bacterial,1524,SPACEMAN,Chiotos,2023-10-23,2
Bacterial,1524,SPACEMAN,Chiotos,2023-10-24,2
Bacterial,1524,SPACEMAN,Chiotos,2023-10-25,10
Bacterial,1524,SPACEMAN,Chiotos,2023-10-30,1
Bacterial,1524,SPACEMAN,Chiotos,2023-11-01,8
Bacterial,1524,SPACEMAN,Chiotos,2023-11-06,4
Bacterial,1524,SPACEMAN,Chiotos,2023-11-08,10
Bacterial,1524,SPACEMAN,Chiotos,2023-11-13,2
Bacterial,1524,SPACEMAN,Chiotos,2023-11-14,1
Bacterial,1524,SPACEMAN,Chiotos,2023-11-15,8
Bacterial,1524,SPACEMAN,Chiotos,2023-11-21,6
Bacterial,1524,SPACEMAN,Chiotos,2023-11-27,1
Bacterial,1524,SPACEMAN,Chiotos,2023-11-28,2
Bacterial,1524,SPACEMAN,Chiotos,2023-11-29,6
Bacterial,1524,SPACEMAN,Chiotos,2023-12-04,4
Bacterial,1524,SPACEMAN,Chiotos,2023-12-06,8
Bacterial,1524,SPACEMAN,Chiotos,2023-12-12,4
Bacterial,1524,SPACEMAN,Chiotos,2023-12-13,5
Bacterial,1524,SPACEMAN,Chiotos,2023-12-18,3
Bacterial,1524,SPACEMAN,Chiotos,2023-12-19,2
Bacterial,1524,SPACEMAN,Chiotos,2023-12-20,5
Bacterial,1524,SPACEMAN,Chiotos,2023-12-27,5
Bacterial,1524,SPACEMAN,Chiotos,2024-01-02,2
Bacterial,1524,SPACEMAN,Chiotos,2024-01-03,3
Bacterial,1524,SPACEMAN,Chiotos,2024-01-09,3
Bacterial,1524,SPACEMAN,Chiotos,2024-01-10,4
Bacterial,1524,SPACEMAN,Chiotos,2024-01-16,3
Bacterial,1524,SPACEMAN,Chiotos,2024-01-17,3
Bacterial,1524,SPACEMAN,Chiotos,2024-01-22,1
Bacterial,1524,SPACEMAN,Chiotos,2024-01-24,5
Bacterial,1524,SPACEMAN,Chiotos,2024-01-29,1
Bacterial,1524,SPACEMAN,Chiotos,2024-01-31,5
Bacterial,1524,SPACEMAN,Chiotos,2024-02-05,6
Bacterial,1524,SPACEMAN,Chiotos,2024-02-07,7
Bacterial,1524,SPACEMAN,Chiotos,2024-02-12,2
Bacterial,1524,SPACEMAN,Chiotos,2024-02-13,2
Bacterial,1524,SPACEMAN,Chiotos,2024-02-14,6
Bacterial,1524,SPACEMAN,Chiotos,2024-02-19,2
Bacterial,1524,SPACEMAN,Chiotos,2024-02-21,8
Bacterial,1524,SPACEMAN,Chiotos,2024-02-27,6
Bacterial,1524,SPACEMAN,Chiotos,2024-02-28,5
Bacterial,1524,SPACEMAN,Chiotos,2024-03-05,4
Bacterial,1524,SPACEMAN,Chiotos,2024-03-06,7
Bacterial,1524,SPACEMAN,Chiotos,2024-03-11,8
Bacterial,1524,SPACEMAN,Chiotos,2024-03-12,2
Bacterial,1524,SPACEMAN,Chiotos,2024-03-13,4
Bacterial,1524,SPACEMAN,Chiotos,2024-03-18,1
Bacterial,1524,SPACEMAN,Chiotos,2024-03-19,2
Bacterial,1524,SPACEMAN,Chiotos,2024-03-20,4
Bacterial,1524,SPACEMAN,Chiotos,2024-03-26,2
Bacterial,1524,SPACEMAN,Chiotos,2024-03-27,4
Bacterial,1524,SPACEMAN,Chiotos,2024-04-01,1
Bacterial,1524,SPACEMAN,Chiotos,2024-04-02,2
Bacterial,1524,SPACEMAN,Chiotos,2024-04-03,5
Bacterial,1524,SPACEMAN,Chiotos,2024-04-09,2
Bacterial,1524,SPACEMAN,Chiotos,2024-04-10,6
Bacterial,1524,SPACEMAN,Chiotos,2024-04-15,2
Bacterial,1524,SPACEMAN,Chiotos,2024-04-16,1
Bacterial,1524,SPACEMAN,Chiotos,2024-04-17,7
Bacterial,1524,SPACEMAN,Chiotos,2024-04-22,2
Bacterial,1524,SPACEMAN,Chiotos,2024-04-23,5
Bacterial,1524,SPACEMAN,Chiotos,2024-04-24,8
Bacterial,1524,SPACEMAN,Chiotos,2024-04-30,3
Bacterial,1524,SPACEMAN,Chiotos,2024-05-01,7
Bacterial,1524,SPACEMAN,Chiotos,2024-05-06,4
Bacterial,1524,SPACEMAN,Chiotos,2024-05-08,7
Bacterial,1524,SPACEMAN,Chiotos,2024-05-13,2
Bacterial,1524,SPACEMAN,Chiotos,2024-05-15,5
Bacterial,1524,SPACEMAN,Chiotos,2024-05-21,4
Bacterial,1524,SPACEMAN,Chiotos,2024-05-22,5
Bacterial,1524,SPACEMAN,Chiotos,2024-05-27,2
Bacterial,1524,SPACEMAN,Chiotos,2024-05-28,2
Bacterial,1524,SPACEMAN,Chiotos,2024-05-29,9
Bacterial,1524,SPACEMAN,Chiotos,2024-06-05,7
Bacterial,1524,SPACEMAN,Chiotos,2024-06-10,4
Bacterial,1524,SPACEMAN,Chiotos,2024-06-12,6
Bacterial,1524,SPACEMAN,Chiotos,2024-06-18,5
Bacterial,1524,SPACEMAN,Chiotos,2024-06-24,4
Bacterial,1524,SPACEMAN,Chiotos,2024-06-25,1
Bacterial,1524,SPACEMAN,Chiotos,2024-06-27,6
Bacterial,1524,SPACEMAN,Chiotos,2024-07-01,2
Bacterial,1524,SPACEMAN,Chiotos,2024-07-02,9
Bacterial,1524,SPACEMAN,Chiotos,2024-07-09,4
Bacterial,1524,SPACEMAN,Chiotos,2024-07-10,9
Bacterial,1524,SPACEMAN,Chiotos,2024-07-15,4
Bacterial,1524,SPACEMAN,Chiotos,2024-07-17,9
Bacterial,1524,SPACEMAN,Chiotos,2024-07-23,2
Bacterial,1524,SPACEMAN,Chiotos,2024-07-24,8
Bacterial,1524,SPACEMAN,Chiotos,2024-07-29,2
Bacterial,1524,SPACEMAN,Chiotos,2024-07-30,2
Bacterial,1524,SPACEMAN,Chiotos,2024-07-31,8
Bacterial,1524,SPACEMAN,Chiotos,2024-08-01,2
Bacterial,1524,SPACEMAN,Chiotos,2024-08-06,4
Bacterial,1524,SPACEMAN,Chiotos,2024-08-07,8
Bacterial,1524,SPACEMAN,Chiotos,2024-08-14,12
Bacterial,1524,SPACEMAN,Chiotos,2024-08-19,4
Bacterial,1524,SPACEMAN,Chiotos,2024-08-20,3
Bacterial,1524,SPACEMAN,Chiotos,2024-08-21,8
Bacterial,1524,SPACEMAN,Chiotos,2024-08-22,2
Bacterial,1524,SPACEMAN,Chiotos,2024-08-27,2
Bacterial,1524,SPACEMAN,Chiotos,2024-08-28,6
Bacterial,1524,SPACEMAN,Chiotos,2024-09-03,2
Bacterial,1524,SPACEMAN,Chiotos,2024-09-04,6
Bacterial,1524,SPACEMAN,Chiotos,2024-09-09,2
Bacterial,1524,SPACEMAN,Chiotos,2024-09-11,8
Bacterial,1524,SPACEMAN,Chiotos,2024-09-16,4
Bacterial,1524,SPACEMAN,Chiotos,2024-09-18,6
Bacterial,1524,SPACEMAN,Chiotos,2024-09-23,2
Bacterial,1524,SPACEMAN,Chiotos,2024-09-25,6
Bacterial,1524,SPACEMAN,Chiotos,2024-09-26,2
Bacterial,1524,SPACEMAN,Chiotos,2024-09-30,6
Bacterial,1524,SPACEMAN,Chiotos,2024-10-01,1
Bacterial,1524,SPACEMAN,Chiotos,2024-10-02,6
Bacterial,1524,SPACEMAN,Chiotos,2024-10-07,4
Bacterial,1524,SPACEMAN,Chiotos,2024-10-09,6
Bacterial,1524,SPACEMAN,Chiotos,2024-10-14,9
Bacterial,1524,SPACEMAN,Chiotos,2024-10-16,6
Bacterial,1524,SPACEMAN,Chiotos,2024-10-17,2
Bacterial,1524,SPACEMAN,Chiotos,2024-10-21,4
Bacterial,1524,SPACEMAN,Chiotos,2024-10-23,8
Bacterial,1524,SPACEMAN,Chiotos,2024-10-24,2
Bacterial,1524,SPACEMAN,Chiotos,2024-10-29,2
Bacterial,1524,SPACEMAN,Chiotos,2024-10-30,8
Bacterial,1524,SPACEMAN,Chiotos,2024-11-04,3
Bacterial,1524,SPACEMAN,Chiotos,2024-11-06,8
Bacterial,1524,SPACEMAN,Chiotos,2024-11-11,3
Bacterial,1524,SPACEMAN,Chiotos,2024-11-12,3
Bacterial,1524,SPACEMAN,Chiotos,2024-11-13,8
Bacterial,1524,SPACEMAN,Chiotos,2024-11-18,4
Bacterial,1524,SPACEMAN,Chiotos,2024-11-20,4
Bacterial,1524,SPACEMAN,Chiotos,2024-11-21,2
Bacterial,1524,SPACEMAN,Chiotos,2024-11-25,2
Bacterial,1524,SPACEMAN,Chiotos,2024-11-26,2
Bacterial,1524,SPACEMAN,Chiotos,2024-11-27,6
Bacterial,1524,SPACEMAN,Chiotos,2024-12-02,2
Bacterial,1524,SPACEMAN,Chiotos,2024-12-03,2
Bacterial,1524,SPACEMAN,Chiotos,2024-12-04,6
Bacterial,1524,SPACEMAN,Chiotos,2024-12-05,2
Bacterial,1524,SPACEMAN,Chiotos,2024-12-10,2
Bacterial,1524,SPACEMAN,Chiotos,2024-12-11,4
Bacterial,1524,SPACEMAN,Chiotos,2024-12-18,2
Bacterial,1524,SPACEMAN,Chiotos,2024-12-26,2
Bacterial,1524,SPACEMAN,Chiotos,2024-12-30,2
Bacterial,1524,SPACEMAN,Chiotos,2025-01-02,2
Bacterial,1524,SPACEMAN,Chiotos,2025-01-07,2
Bacterial,1524,SPACEMAN,Chiotos,2025-01-08,4
Bacterial,1524,SPACEMAN,Chiotos,2025-01-15,4
Bacterial,1524,SPACEMAN,Chiotos,2025-01-21,2
Bacterial,1524,SPACEMAN,Chiotos,2025-01-22,2
Bacterial,1524,SPACEMAN,Chiotos,2025-01-29,2
Bacterial,1524,SPACEMAN,Chiotos,2025-02-05,2
Bacterial,1524,SPACEMAN,Chiotos,2025-02-10,2
Bacterial,1524,SPACEMAN,Chiotos,2025-02-11,2
Bacterial,1524,SPACEMAN,Chiotos,2025-02-12,10
Bacterial,1524,SPACEMAN,Chiotos,2025-02-17,2
Bacterial,1524,SPACEMAN,Chiotos,2025-02-18,6
Bacterial,1524,SPACEMAN,Chiotos,2025-02-19,9
Bacterial,1524,SPACEMAN,Chiotos,2025-02-24,4
Bacterial,1524,SPACEMAN,Chiotos,2025-02-26,10
Bacterial,1524,SPACEMAN,Chiotos,2025-03-03,2
Bacterial,1524,SPACEMAN,Chiotos,2025-03-04,3
Bacterial,1524,SPACEMAN,Chiotos,2025-03-05,11
Bacterial,1524,SPACEMAN,Chiotos,2025-03-06,1
Bacterial,1524,SPACEMAN,Chiotos,2025-03-10,7
Bacterial,1524,SPACEMAN,Chiotos,2025-03-12,9
Bacterial,1524,SPACEMAN,Chiotos,2025-03-13,2
Bacterial,1524,SPACEMAN,Chiotos,2025-03-18,3
Bacterial,1524,SPACEMAN,Chiotos,2025-03-19,11
Bacterial,1524,SPACEMAN,Chiotos,2025-03-24,2
Bacterial,1524,SPACEMAN,Chiotos,2025-03-26,12
Bacterial,1524,SPACEMAN,Chiotos,2025-03-31,7
Bacterial,1524,SPACEMAN,Chiotos,2025-04-01,2
Bacterial,1524,SPACEMAN,Chiotos,2025-04-02,11
Bacterial,1524,SPACEMAN,Chiotos,2025-04-07,3
Bacterial,1524,SPACEMAN,Chiotos,2025-04-08,2
Bacterial,1524,SPACEMAN,Chiotos,2025-04-09,6
Bacterial,1524,SPACEMAN,Chiotos,2025-04-14,5
Bacterial,1524,SPACEMAN,Chiotos,2025-04-16,7
Bacterial,1524,SPACEMAN,Chiotos,2025-04-22,2
Bacterial,1524,SPACEMAN,Chiotos,2025-04-23,7
Bacterial,1524,SPACEMAN,Chiotos,2025-04-28,2
Bacterial,1524,SPACEMAN,Chiotos,2025-04-29,1
Bacterial,1524,SPACEMAN,Chiotos,2025-04-30,8
Bacterial,1524,SPACEMAN,Chiotos,2025-05-05,4
Bacterial,1524,SPACEMAN,Chiotos,2025-05-07,6
Bacterial,1524,SPACEMAN,Chiotos,2025-05-12,1
Bacterial,1524,SPACEMAN,Chiotos,2025-05-14,8
Bacterial,1524,SPACEMAN,Chiotos,2025-05-19,2
Bacterial,1524,SPACEMAN,Chiotos,2025-05-21,2
Bacterial,1524,SPACEMAN,Chiotos,2025-05-22,2
Bacterial,1524,SPACEMAN,Chiotos,2025-05-27,4
Bacterial,1524,SPACEMAN,Chiotos,2025-05-28,6
Bacterial,1524,SPACEMAN,Chiotos,2025-06-04,6
Bacterial,1524,SPACEMAN,Chiotos,2025-06-09,2
Bacterial,1524,SPACEMAN,Chiotos,2025-06-11,4
Bacterial,1524,SPACEMAN,Chiotos,2025-06-16,2
Bacterial,1524,SPACEMAN,Chiotos,2025-06-18,2
Bacterial,1524,SPACEMAN,Chiotos,2025-06-23,2
Bacterial,1524,SPACEMAN,Chiotos,2025-06-25,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-01,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-02,4
Bacterial,1524,SPACEMAN,Chiotos,2025-07-09,4
Bacterial,1524,SPACEMAN,Chiotos,2025-07-14,4
Bacterial,1524,SPACEMAN,Chiotos,2025-07-16,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-17,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-21,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-23,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-28,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-29,2
Bacterial,1524,SPACEMAN,Chiotos,2025-07-30,4
Bacterial,1524,SPACEMAN,Chiotos,2025-08-04,2
Bacterial,1524,SPACEMAN,Chiotos,2025-08-06,2
Bacterial,1524,SPACEMAN,Chiotos,2025-08-07,2
Bacterial,1524,SPACEMAN,Chiotos,2025-08-11,4
Bacterial,1524,SPACEMAN,Chiotos,2025-08-12,2
Bacterial,1524,SPACEMAN,Chiotos,2025-08-13,4
Bacterial,1524,SPACEMAN,Chiotos,2025-08-14,2
Bacterial,1524,SPACEMAN,Chiotos,2025-08-18,2
Bacterial,1524,SPACEMAN,Chiotos,2025-08-19,4
Bacterial,1524,SPACEMAN,Chiotos,2025-08-20,5
Bacterial,1524,SPACEMAN,Chiotos,2025-08-25,1
Bacterial,1524,SPACEMAN,Chiotos,2025-08-27,4
Bacterial,1524,SPACEMAN,Chiotos,2025-09-02,2
Bacterial,1524,SPACEMAN,Chiotos,2025-09-03,2
Bacterial,1524,SPACEMAN,Chiotos,2025-09-09,1
Bacterial,1524,SPACEMAN,Chiotos,2025-09-10,2
Bacterial,1524,SPACEMAN,Chiotos,2025-09-16,2
Bacterial,1524,SPACEMAN,Chiotos,2025-09-17,2
Bacterial,1524,SPACEMAN,Chiotos,2025-09-18,1
Bacterial,1524,SPACEMAN,Chiotos,2025-09-22,2
Bacterial,1524,SPACEMAN,Chiotos,2025-09-24,4
Bacterial,1524,SPACEMAN,Chiotos,2025-09-29,2
Bacterial,1524,SPACEMAN,Chiotos,2025-10-01,6
Bacterial,1524,SPACEMAN,Chiotos,2025-10-08,4
Bacterial,1524,SPACEMAN,Chiotos,2025-10-13,4
Bacterial,1524,SPACEMAN,Chiotos,2025-10-15,6
Bacterial,1524,SPACEMAN,Chiotos,2025-10-22,6
Bacterial,1524,SPACEMAN,Chiotos,2025-10-27,2
Bacterial,1524,SPACEMAN,Chiotos,2025-10-29,6
Bacterial,1524,SPACEMAN,Chiotos,2025-11-05,6
Bacterial,1524,SPACEMAN,Chiotos,2025-11-12,6
Bacterial,1524,SPACEMAN,Chiotos,2025-11-19,4
Bacterial,1524,SPACEMAN,Chiotos,2025-11-26,2
Bacterial,1524,SPACEMAN,Chiotos,2025-12-01,1
Bacterial,1524,SPACEMAN,Chiotos,2025-12-03,2
Sputum,1550,SPACEMAN,Chiotos,2022-09-27,1
Sputum,1550,SPACEMAN,Chiotos,2022-11-14,1
Sputum,1550,SPACEMAN,Chiotos,2022-11-16,1
Sputum,1550,SPACEMAN,Chiotos,2022-11-18,2
Sputum,1550,SPACEMAN,Chiotos,2022-11-21,3
Sputum,1550,SPACEMAN,Chiotos,2022-11-22,3
Sputum,1550,SPACEMAN,Chiotos,2022-11-28,3
Sputum,1550,SPACEMAN,Chiotos,2022-11-30,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-02,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-05,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-07,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-09,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-12,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-14,2
Sputum,1550,SPACEMAN,Chiotos,2022-12-16,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-19,2
Sputum,1550,SPACEMAN,Chiotos,2022-12-20,1
Sputum,1550,SPACEMAN,Chiotos,2022-12-21,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-23,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-27,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-28,3
Sputum,1550,SPACEMAN,Chiotos,2022-12-30,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-03,2
Sputum,1550,SPACEMAN,Chiotos,2023-01-04,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-06,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-09,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-11,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-13,2
Sputum,1550,SPACEMAN,Chiotos,2023-01-17,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-18,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-20,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-23,3
Sputum,1550,SPACEMAN,Chiotos,2023-01-25,2
Sputum,1550,SPACEMAN,Chiotos,2023-01-27,2
Sputum,1550,SPACEMAN,Chiotos,2023-01-30,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-01,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-03,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-06,1
Sputum,1550,SPACEMAN,Chiotos,2023-02-07,1
Sputum,1550,SPACEMAN,Chiotos,2023-02-08,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-10,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-13,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-15,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-17,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-20,2
Sputum,1550,SPACEMAN,Chiotos,2023-02-21,1
Sputum,1550,SPACEMAN,Chiotos,2023-02-22,3
Sputum,1550,SPACEMAN,Chiotos,2023-02-24,3
Sputum,1550,SPACEMAN,Chiotos,2023-02-27,2
Sputum,1550,SPACEMAN,Chiotos,2023-03-01,2
Sputum,1550,SPACEMAN,Chiotos,2023-03-03,2
Sputum,1550,SPACEMAN,Chiotos,2023-03-06,3
Sputum,1550,SPACEMAN,Chiotos,2023-03-08,3
Sputum,1550,SPACEMAN,Chiotos,2023-03-10,3
Sputum,1550,SPACEMAN,Chiotos,2023-03-13,5
Sputum,1550,SPACEMAN,Chiotos,2023-03-15,5
Sputum,1550,SPACEMAN,Chiotos,2023-03-17,4
Sputum,1550,SPACEMAN,Chiotos,2023-03-20,3
Sputum,1550,SPACEMAN,Chiotos,2023-03-22,4
Sputum,1550,SPACEMAN,Chiotos,2023-03-24,4
Sputum,1550,SPACEMAN,Chiotos,2023-03-27,4
Sputum,1550,SPACEMAN,Chiotos,2023-03-29,4
Sputum,1550,SPACEMAN,Chiotos,2023-03-31,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-03,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-05,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-07,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-10,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-12,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-14,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-17,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-19,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-21,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-24,4
Sputum,1550,SPACEMAN,Chiotos,2023-04-26,4
